timestamp,index_symbol,commander_state,battle_status,evidence_verdict,evidence_score,call_confidence,put_confidence,premium_flow_side,rotation_state,decay_state,straddle_structure,straddle_bias,spot_price,atm_straddle,outcome_15m,outcome_detail_15m
2026-07-30T09:15:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,HOLD_FIRE,WEAK_PUT_BIAS,10.0,0.0,10.0,BALANCED,UPWARD_ROTATION,TIME_PASS,OPENING_RANGE_NOT_READY,NEUTRAL,77638.86,341.85,WRONG,Spot +74.44
2026-07-30T09:16:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,HOLD_FIRE,WEAK_PUT_BIAS,10.0,0.0,10.0,CALL,UPWARD_ROTATION,BALANCED,OPENING_RANGE_NOT_READY,NEUTRAL,77589.93,314.45,WRONG,Spot +97.34
2026-07-30T09:17:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,HOLD_FIRE,WEAK_PUT_BIAS,25.0,0.0,25.0,BALANCED,UPWARD_ROTATION,BALANCED,OPENING_RANGE_NOT_READY,NEUTRAL,77515.38,305.5,WRONG,Spot +195.48
2026-07-30T09:18:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,HOLD_FIRE,WEAK_PUT_BIAS,25.0,0.0,25.0,CALL,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77613.96,307.35,WRONG,Spot +110.59
2026-07-30T09:19:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,30.0,30.0,10.0,CALL,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77653.34,318.95,CORRECT,Spot +32.83
2026-07-30T09:20:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,CALL,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77665.2,321.3,CORRECT,Spot +22.08
2026-07-30T09:21:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,CALL,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77685.83,313.85,CORRECT,Spot +3.64
2026-07-30T09:22:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,PUT,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77679.76,307.3,NEUTRAL,Spot nearly flat -15.79
2026-07-30T09:23:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,CALL,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77694.46,305.25,WRONG,Spot -64.09
2026-07-30T09:24:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,PUT,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77709.82,303.9,WRONG,Spot -73.44
2026-07-30T09:25:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,CALL,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77703.93,302.2,WRONG,Spot -64.22
2026-07-30T09:26:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,CALL,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77712.25,302.5,WRONG,Spot -97.30
2026-07-30T09:27:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,CALL,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77726.62,303.4,WRONG,Spot -115.53
2026-07-30T09:28:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,PUT,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77694.45,303.55,WRONG,Spot -72.23
2026-07-30T09:29:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,CALL,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,OPENING_RANGE_NOT_READY,NEUTRAL,77691.85,300.45,WRONG,Spot -70.34
2026-07-30T09:30:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,PUT,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,TRANSITION,NEUTRAL,77713.3,300.45,WRONG,Spot -73.89
2026-07-30T09:31:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,PUT,AGGRESSIVE_UPWARD_ROTATION,SLOW_DECAY,DECAY_BREAKDOWN_UNCONFIRMED,SHORT_STRADDLE,77687.27,296.85,WRONG,Spot -56.66
2026-07-30T09:32:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,CALL,AGGRESSIVE_UPWARD_ROTATION,FAST_DECAY,DECAY_BREAKDOWN,SHORT_STRADDLE,77710.86,293.6,CORRECT,Spot +8.40
2026-07-30T09:33:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,CALL,AGGRESSIVE_UPWARD_ROTATION,FAST_DECAY,DECAY_BREAKDOWN,SHORT_STRADDLE,77724.55,291.8,WRONG,Spot -44.36
2026-07-30T09:34:00+05:30,BSE:SENSEX-INDEX,MIXED_PREMIUM_REGIME,WAIT,WEAK_CALL_BIAS,40.0,40.0,0.0,PUT,AGGRESSIVE_UPWARD_ROTATION,FAST_DECAY,DECAY_BREAKDOWN_UNCONFIRMED,SHORT_STRADDLE,77686.17,294.6,NEUTRAL,Spot nearly flat -20.81
